Ticker,EnglishName,KoreanName,Sector
RNBW,Rainbow Capital Holdings Ltd,레인보우 캐피털 홀딩스,Unknown
CLRS,Clear Street Group Inc,클리어 스트리트 그룹,Unknown
ANABV,AnaptysBio Inc,아나프티스바이오,
TRAXV,First Tracks Biotherapeutics Inc,퍼스트 트랙스 바이오테라퓨틱스,Healthcare
TMCR,Metals Royalty Company Inc,메탈스 로열티 컴퍼니,Basic Materials
TSM,Taiwan Semiconductor Manufacturing Co Ltd ADR,타이완 반도체 매뉴팩처링 ADR,Technology
LLY,Eli Lilly and Co,일라이 릴리,Healthcare
JPM,JPMorgan Chase & Co,JP모건 체이스,Financial Services
BRK.B,Berkshire Hathaway Inc Class B,버크셔 해서웨이 클래스 B,Unknown
XOM,Exxon Mobil Corp,엑슨모빌,Energy
V,Visa Inc,비자,Financial Services
JNJ,Johnson & Johnson,존슨앤드존슨,Healthcare
MA,Mastercard Inc,마스터카드,Financial Services
ORCL,Oracle Corp,오라클,Technology
CVX,Chevron Corp,셰브론,Energy
ABBV,AbbVie Inc,애브비,Healthcare
BAC,Bank of America Corp,뱅크오브아메리카,Financial Services
BRK.A,Berkshire Hathaway Inc Class A,버크셔 해서웨이 클래스 A,Unknown
CAT,Caterpillar Inc,캐터필러,Industrials
PG,Procter & Gamble Co,프록터 앤드 갬블,Consumer Defensive
HD,Home Depot Inc,홈디포,Consumer Cyclical
KO,Coca-Cola Co,코카콜라,Consumer Defensive
GE,General Electric Co,제너럴 일렉트릭,Industrials
AZN,AstraZeneca PLC,아스트라제네카,Healthcare
HSBC,HSBC Holdings PLC ADR,HSBC 홀딩스 ADR,Financial Services
BABA,Alibaba Group Holding Ltd ADR,알리바바 그룹 홀딩 ADR,Consumer Cyclical
MRK,Merck & Co Inc,머크,Healthcare
NVS,Novartis AG ADR,노바티스 ADR,Healthcare
UNH,UnitedHealth Group Inc,유나이티드헬스 그룹,Healthcare
MS,Morgan Stanley,모건스탠리,Financial Services
TM,Toyota Motor Corp ADR,도요타자동차 ADR,Consumer Cyclical
RTX,RTX Corp,RTX,Industrials
GS,Goldman Sachs Group Inc,골드만삭스 그룹,Financial Services
GEV,GE Vernova Inc,GE 버노바,Industrials
WFC,Wells Fargo & Co,웰스파고,Financial Services
SHEL,Shell PLC ADR,셸 ADR,Energy
PM,Philip Morris International Inc,필립모리스 인터내셔널,Consumer Defensive
RY,Royal Bank of Canada,캐나다 왕립은행,Financial Services
IBM,International Business Machines Corp,IBM,Technology
MCD,McDonald's Corp,맥도날드,Consumer Cyclical
AXP,American Express Co,아메리칸 익스프레스,Financial Services
C,Citigroup Inc,씨티그룹,Financial Services
MUFG,Mitsubishi UFJ Financial Group Inc ADR,미쓰비시 UFJ 파이낸셜 그룹 ADR,Financial Services
TTE,TotalEnergies SE,토탈에너지스,Energy
BHP,BHP Group Ltd ADR,BHP 그룹 ADR,Basic Materials
NEE,Nextera Energy Inc,넥스트에라 에너지,Utilities
VZ,Verizon Communications Inc,버라이즌 커뮤니케이션스,Communication Services
SAP,SAP SE ADR,SAP ADR,Technology
TMO,Thermo Fisher Scientific Inc,써모 피셔 사이언티픽,Healthcare
T,AT&T Inc,AT&T,Communication Services
ANET,Arista Networks Inc,아리스타 네트웍스,Technology
SAN,Banco Santander SA ADR,방코 산탄데르 ADR,Financial Services
TJX,TJX Companies Inc,TJX 컴퍼니스,Consumer Cyclical
ABT,Abbott Laboratories,애보트 래버러토리스,Healthcare
DIS,Walt Disney Co,월트 디즈니,Communication Services
APH,Amphenol Corp,암페놀,Technology
BA,Boeing Co,보잉,Industrials
TD,Toronto-Dominion Bank,토론토도미니언 은행,Financial Services
SCHW,Charles Schwab Corp,찰스 슈왑,Financial Services
DE,Deere & Co,디어,Industrials
SCCO,Southern Copper Corp,서던 코퍼,Basic Materials
ETN,Eaton Corporation PLC,이튼,Industrials
BLK,BlackRock Inc,블랙록,Financial Services
PFE,Pfizer Inc,화이자,Healthcare
CRM,Salesforce Inc,세일즈포스,Technology
COP,ConocoPhillips,코노코필립스,Energy
UNP,Union Pacific Corp,유니언 퍼시픽,Industrials
GLW,Corning Inc,코닝,Technology
UBER,Uber Technologies Inc,우버 테크놀로지스,Technology
WELL,Welltower Inc,웰타워,Real Estate
LMT,Lockheed Martin Corp,록히드마틴,Industrials
UBS,UBS Group AG,UBS 그룹,Financial Services
HDB,HDFC Bank Ltd ADR,HDFC 뱅크 ADR,Financial Services
LOW,Lowe's Companies Inc,로우스,Consumer Cyclical
BX,Blackstone Inc,블랙스톤,Financial Services
DHR,Danaher Corp,다나허,Healthcare
SMFG,Sumitomo Mitsui Financial Group  Inc ADR,스미토모 미쓰이 파이낸셜 그룹 ADR,Financial Services
BBVA,Banco Bilbao Vizcaya Argentaria SA ADR,BBVA ADR,Financial Services
SYK,Stryker Corp,스트라이커,Healthcare
BUD,Anheuser-Busch Inbev SA ADR,안호이저부시 인베브 ADR,Consumer Defensive
NEM,Newmont Corporation,뉴몬트,Basic Materials
PLD,Prologis Inc,프로로지스,Real Estate
NVO,Novo Nordisk A/S ADR,노보 노디스크 ADR,Healthcare
BTI,British American Tobacco plc ADR,브리티시 아메리칸 토바코 ADR,Consumer Defensive
UL,Unilever PLC ADR,유니레버 ADR,Consumer Defensive
CB,Chubb Limited,처브,Financial Services
SPGI,S&P Global Inc,S&P 글로벌,Financial Services
SONY,Sony Group Corp ADR,소니 그룹 ADR,Technology
RIO,Rio Tinto PLC ADR,리오 틴토 ADR,Basic Materials
PH,Parker-Hannifin Corp,파커하니핀,Industrials
COF,Capital One Financial Corp,캐피털 원 파이낸셜,Financial Services
BMY,Bristol-Myers Squibb Co,브리스톨마이어스 스큅,Healthcare
BP,BP PLC ADR,BP ADR,Energy
ENB,Enbridge Inc,엔브리지,Energy
GSK,GSK plc ADR,GSK ADR,Healthcare
DELL,Dell Technologies Inc,델 테크놀로지스,Technology
PGR,Progressive Corp,프로그레시브,Financial Services
VRT,Vertiv Holdings Co,버티브 홀딩스,Industrials
MO,Altria Group Inc,알트리아 그룹,Consumer Defensive
MDT,Medtronic PLC,메드트로닉,Healthcare
ACN,Accenture PLC,액센추어,Technology
HCA,HCA Healthcare Inc,HCA 헬스케어,Healthcare
SO,Southern Co,서던 컴퍼니,Utilities
AEM,Agnico Eagle Mines Ltd,아그니코 이글 마인스,Basic Materials
MCK,McKesson Corp,맥케슨,Healthcare
MFG,Mizuho Financial Group Inc ADR,미즈호 파이낸셜 그룹 ADR,Financial Services
BN,Brookfield Corp,브룩필드,Financial Services
DUK,Duke Energy Corp,듀크 에너지,Utilities
TT,Trane Technologies PLC,트레인 테크놀로지스,Industrials
BMO,Bank of Montreal,뱅크 오브 몬트리올,Financial Services
CVS,CVS Health Corp,CVS 헬스,Healthcare
HWM,Howmet Aerospace Inc,하우멧 에어로스페이스,Industrials
IBN,ICICI Bank Ltd ADR,ICICI 뱅크 ADR,Financial Services
SPOT,Spotify Technology SA,스포티파이 테크놀로지,Communication Services
EQNR,Equinor ASA ADR,에퀴노르 ADR,Energy
FCX,Freeport-McMoRan Inc,프리포트맥모란,Basic Materials
CNQ,Canadian Natural Resources Ltd,캐나디안 내추럴 리소시스,Energy
NOC,Northrop Grumman Corp,노스럽 그러먼,Industrials
CM,Canadian Imperial Bank of Commerce,캐나디안 임페리얼 뱅크 오브 커머스,Financial Services
WM,Waste Management Inc,웨이스트 매니지먼트,Industrials
GD,General Dynamics Corp,제너럴 다이내믹스,Industrials
BSX,Boston Scientific Corp,보스턴 사이언티픽,Healthcare
ICE,Intercontinental Exchange Inc,인터컨티넨털 익스체인지,Financial Services
PNC,PNC Financial Services Group Inc,PNC 파이낸셜 서비스 그룹,Financial Services
NOW,ServiceNow Inc,서비스나우,Technology
NGG,National Grid PLC ADR,내셔널 그리드 ADR,Utilities
FDX,FedEx Corp,페덱스,Industrials
BNS,Bank of Nova Scotia,스코샤뱅크,Financial Services
WMB,Williams Companies Inc,윌리엄스 컴퍼니스,Energy
BK,Bank of New York Mellon Corp,BNY 멜론,Financial Services
PWR,Quanta Services Inc,퀀타 서비스,Industrials
JCI,Johnson Controls International PLC,존슨 컨트롤즈 인터내셔널,Industrials
USB,US Bancorp,US 뱅코프,Financial Services
UPS,United Parcel Service Inc,유나이티드 파슬 서비스,Industrials
CMI,Cummins Inc,커민스,Industrials
AMT,American Tower Corp,아메리칸 타워,Real Estate
ING,ING Groep NV ADR,ING 그룹 ADR,Financial Services
AMX,America Movil SAB de CV ADR,아메리카 모빌 ADR,Communication Services
SHW,Sherwin-Williams Co,셔윈 윌리엄스,Basic Materials
E,Eni SpA ADR,에니 ADR,Energy
KKR,KKR & Co Inc,KKR,Financial Services
MRSH,Marsh & McLennan Companies Inc,마시 앤 매클레넌,Financial Services
EMR,Emerson Electric Co,에머슨 일렉트릭,Industrials
BCS,Barclays PLC ADR,바클레이즈 ADR,Financial Services
LYG,Lloyds Banking Group PLC ADR,로이즈 뱅킹 그룹 ADR,Financial Services
SLB,Slb NV,SLB,Energy
CRH,CRH PLC,CRH,Basic Materials
MMM,3M Co,3M,Industrials
ITW,Illinois Tool Works Inc,일리노이 툴 웍스,Industrials
PBR,Petroleo Brasileiro ADR Reptg 2,페트로브라스 ADR,Energy
ECL,Ecolab Inc,에코랩,Basic Materials
MCO,Moody's Corp,무디스,Financial Services
SU,Suncor Energy Inc (Canada),선코어 에너지,Energy
RCL,Royal Caribbean Cruises Ltd,로열 캐리비안 크루즈,Consumer Cyclical
HLT,Hilton Worldwide Holdings Inc,힐튼 월드와이드 홀딩스,Consumer Cyclical
BAM,BROOKFIELD ASSET MANAGEMENT LTD,브룩필드 애셋 매니지먼트,Financial Services
CP,Canadian Pacific Kansas City Ltd,캐나디안 퍼시픽 캔자스시티,Industrials
CI,Cigna Group,시그나 그룹,Healthcare
KMI,Kinder Morgan Inc,킨더 모건,Energy
EOG,EOG Resources Inc,EOG 리소시스,Energy
B,Barrick Mining Corp,배릭 마이닝,Basic Materials
MSI,Motorola Solutions Inc,모토로라 솔루션스,Technology
NU,Nu Holdings Ltd.,누 홀딩스,Financial Services
NSC,Norfolk Southern Corp,노퍽 서던,Industrials
VALE,Vale SA ADR,발레 ADR,Basic Materials
CVNA,Carvana Co,카바나,Consumer Cyclical
ELV,Elevance Health Inc,엘리밴스 헬스,Healthcare
VLO,Valero Energy Corp,발레로 에너지,Energy
GM,General Motors Co,제너럴 모터스,Consumer Cyclical
CIEN,Ciena Corp,시에나,Technology
RACE,Ferrari NV,페라리,Consumer Cyclical
TDG,TransDigm Group Inc,트랜스다임 그룹,Industrials
CL,Colgate-Palmolive Co,콜게이트-팜올리브,Consumer Defensive
AON,Aon PLC,에이온,Financial Services
CNI,Canadian National Railway Co,캐나디안 내셔널 레일웨이,Industrials
TEL,TE Connectivity PLC,TE 커넥티비티,Technology
TRP,TC Energy Corp,TC 에너지,Energy
APD,Air Products and Chemicals Inc,에어 프로덕츠 앤드 케미컬스,Basic Materials
RSG,Republic Services Inc,리퍼블릭 서비스,Industrials
NWG,NatWest Group PLC ADR,내트웨스트 그룹 ADR,Financial Services
LHX,L3Harris Technologies Inc,L3해리스 테크놀로지스,Industrials
MPC,Marathon Petroleum Corp,마라톤 페트롤리엄,Energy
NET,Cloudflare Inc,클라우드플레어,Technology
WPM,Wheaton Precious Metals Corp,휘튼 프레셔스 메탈스,Basic Materials
SRE,Sempra,셈프라,Utilities
SPG,Simon Property Group Inc,사이먼 프로퍼티 그룹,Real Estate
DLR,Digital Realty Trust Inc,디지털 리얼티 트러스트,Real Estate
PSX,Phillips 66,필립스 66,Energy
NKE,Nike Inc,나이키,Consumer Cyclical
TRV,Travelers Companies Inc,트래블러스 컴퍼니스,Financial Services
DB,Deutsche Bank AG,도이체방크,Financial Services
TFC,Truist Financial Corp,트루이스트 파이낸셜,Financial Services
COR,Cencora Inc,센코라,Healthcare
APO,Apollo Global Management Inc,아폴로 글로벌 매니지먼트,Financial Services
MFC,Manulife Financial Corp,매뉴라이프 파이낸셜,Financial Services
RELX,Relx PLC ADR,렐엑스 ADR,Industrials
O,Realty Income Corp,리얼티 인컴,Real Estate
OXY,Occidental Petroleum Corp,옥시덴털 페트롤리엄,Energy
AFL,Aflac Inc,애플랙,Financial Services
TAK,Takeda Pharmaceutical Co Ltd ADR,다케다 파마슈티컬 ADR,Healthcare
AZO,Autozone Inc,오토존,Consumer Cyclical
COHR,Coherent Corp,코히런트,Technology
D,Dominion Energy Inc,도미니언 에너지,Utilities
CTVA,Corteva Inc,코르테바,Basic Materials
FIX,Comfort Systems USA Inc,컴포트 시스템즈 USA,Industrials
TGT,Target Corp,타깃,Consumer Defensive
GWW,WW Grainger Inc,W.W. 그레인저,Industrials
LNG,Cheniere Energy Inc,셰니에르 에너지,Energy
UI,Ubiquiti Inc,유비퀴티,Technology
KEYS,Keysight Technologies Inc,키사이트 테크놀로지스,Technology
ASX,ASE Technology Holding Co Ltd ADR,ASE 테크놀로지 홀딩 ADR,Technology
INFY,Infosys Ltd ADR,인포시스 ADR,Technology
AU,Anglogold Ashanti PLC,앵글로골드 아샨티,Basic Materials
AJG,Arthur J. Gallagher & Co.,아서 J. 갤러거,Financial Services
ALL,Allstate Corp,올스테이트,Financial Services
OKE,ONEOK Inc,원오크,Energy
NOK,Nokia Oyj ADR,노키아 ADR,Technology
ETR,Entergy Corp,엔터지,Utilities
AME,AMETEK Inc,아메텍,Industrials
VST,Vistra Corp,비스트라,Utilities
TRGP,Targa Resources Corp,타르가 리소시스,Energy
CARR,Carrier Global Corp,캐리어 글로벌,Industrials
PSA,Public Storage,퍼블릭 스토리지,Real Estate
CCJ,Cameco Corp,카메코,Energy
FNV,Franco-Nevada Corp,프랑코 네바다,Basic Materials
ZTS,Zoetis Inc,조에티스,Healthcare
CAH,Cardinal Health Inc,카디널 헬스,Healthcare
ABEV,Ambev SA ADR,암베브 ADR,Consumer Defensive
FERG,Ferguson Enterprises Inc,퍼거슨 엔터프라이즈,Industrials
ITUB,Itau Unibanco Holding SA ADR,이타우 유니방코 홀딩 ADR,Financial Services
GRMN,Garmin Ltd,가민,Technology
F,Ford Motor Co,포드 모터,Consumer Cyclical
CVE,Cenovus Energy Incorporation,세노버스 에너지,Energy
MET,MetLife Inc,메트라이프,Financial Services
URI,United Rentals Inc,유나이티드 렌털스,Industrials
BE,Bloom Energy Corp,블룸 에너지,Industrials
SE,Sea Ltd ADR,씨 ADR,Consumer Cyclical
WAB,Westinghouse Air Brake Technologies Corp,웨스팅하우스 에어 브레이크 테크놀로지스,Industrials
MT,ArcelorMittal SA ADR,아르셀로미탈 ADR,Basic Materials
EW,Edwards Lifesciences Corp,에드워즈 라이프사이언시스,Healthcare
SNOW,Snowflake Inc,스노우플레이크,Technology
WDS,Woodside Energy Group Ltd ADR,우드사이드 에너지 그룹 ADR,Energy
DAL,Delta Air Lines Inc,델타 에어라인스,Industrials
ROK,Rockwell Automation Inc,록웰 오토메이션,Industrials
CMG,Chipotle Mexican Grill Inc,치폴레 멕시칸 그릴,Consumer Cyclical
YUM,Yum! Brands Inc,얌! 브랜즈,Consumer Cyclical
HLN,Haleon PLC ADR,헤일리온 ADR,Healthcare
BDX,Becton Dickinson and Co,벡턴 디킨슨,Healthcare
DEO,Diageo PLC ADR,디아지오 ADR,Consumer Defensive
GFI,Gold Fields Ltd ADR,골드 필즈 ADR,Basic Materials
NUE,Nucor Corp,뉴코어,Basic Materials
ED,Consolidated Edison Inc,콘에디슨,Utilities
KR,Kroger Co,크로거,Consumer Defensive
HSY,Hershey Co,허쉬,Consumer Defensive
PEG,Public Service Enterprise Group Inc,퍼블릭 서비스 엔터프라이즈 그룹,Utilities
DHI,D.R. Horton Inc,D.R. 호턴,Consumer Cyclical
RKT,Rocket Companies Inc,로켓 컴퍼니스,Financial Services
WCN,Waste Connections Inc,웨이스트 커넥션스,Industrials
CBRE,CBRE Group Inc,CBRE 그룹,Real Estate
AIG,American International Group Inc,아메리칸 인터내셔널 그룹,Financial Services
PCG,PG&E Corp,PG&E,Utilities
AMP,Ameriprise Financial Inc,아메리프라이즈 파이낸셜,Financial Services
VTR,Ventas Inc,벤타스,Real Estate
KGC,Kinross Gold Corp,킨로스 골드,Basic Materials
CLS,Celestica Inc,셀레스티카,Technology
MSCI,MSCI Inc,MSCI,Financial Services
ALC,Alcon AG,알콘,Healthcare
KB,KB Financial Group Inc ADR,KB금융 ADR,Financial Services
PUK,Prudential PLC ADR,프루덴셜 ADR,Financial Services
WEC,WEC Energy Group Inc,WEC 에너지 그룹,Utilities
STT,State Street Corp,스테이트 스트리트,Financial Services
TKO,TKO Group Holdings Inc,TKO 그룹 홀딩스,Communication Services
RBLX,Roblox Corp,로블록스,Communication Services
VMC,Vulcan Materials Co,벌컨 머티리얼스,Basic Materials
LYV,Live Nation Entertainment Inc,라이브 네이션 엔터테인먼트,Communication Services
HIG,Hartford Insurance Group Inc,하트퍼드 인슈어런스 그룹,Financial Services
MLM,Martin Marietta Materials Inc,마틴 마리에타 머티리얼스,Basic Materials
CCI,Crown Castle Inc,크라운 캐슬,Real Estate
XYZ,Block Inc,블록,Technology
EQT,EQT Corp,EQT,Energy
SLF,Sun Life Financial Inc,선 라이프 파이낸셜,Financial Services
TEVA,Teva Pharmaceutical Industries Ltd ADR,테바 파마슈티컬 인더스트리스 ADR,Healthcare
CPNG,Coupang Inc,쿠팡,Consumer Cyclical
LVS,Las Vegas Sands Corp,라스베이거스 샌즈,Consumer Cyclical
SYY,Sysco Corp,시스코,Consumer Defensive
EME,EMCOR Group Inc,엠코어 그룹,Industrials
STM,STMicroelectronics NV ADR,ST마이크로일렉트로닉스 ADR,Technology
NTR,Nutrien Ltd,뉴트리엔,Basic Materials
NRG,NRG Energy Inc,NRG 에너지,Utilities
CCL,Carnival Corp,카니발,Consumer Cyclical
VIK,Viking Holdings Ltd(Pembroke),바이킹 홀딩스,Consumer Cyclical
IX,ORIX Corp ADR,오릭스 ADR,Financial Services
ADM,Archer-Daniels-Midland Co,아처 대니얼스 미들랜드,Consumer Defensive
IR,Ingersoll Rand Inc,잉거솔 랜드,Industrials
ARES,Ares Management Corp,아레스 매니지먼트,Financial Services
PRU,Prudential Financial Inc,프루덴셜 파이낸셜,Financial Services
KVUE,Kenvue Inc,켄뷰,Consumer Defensive
RMD,Resmed Inc,레스메드,Healthcare
MTB,M&T Bank Corp,M&T 뱅크,Financial Services
HPE,Hewlett Packard Enterprise Co,휴렛팩커드 엔터프라이즈,Technology
CHT,Chunghwa Telecom Co Ltd ADR,중화텔레콤 ADR,Communication Services
A,Agilent Technologies Inc,애질런트 테크놀로지스,Healthcare
IRM,Iron Mountain Inc,아이언 마운틴,Real Estate
SHG,Shinhan Financial Group Co Ltd ADR,신한금융그룹 ADR,Financial Services
AMRZ,Amrize AG,암라이즈,Basic Materials
JBL,Jabil Inc,자빌,Technology
HAL,Halliburton Co,할리버튼,Energy
ATO,Atmos Energy Corp,애트모스 에너지,Utilities
AEE,Ameren Corp,아메런,Utilities
OTIS,Otis Worldwide Corp,오티스 월드와이드,Industrials
VG,Venture Global Inc,벤처 글로벌,Energy
DTE,DTE Energy Co,DTE 에너지,Utilities
HMC,Honda Motor Co Ltd ADR,혼다자동차 ADR,Consumer Cyclical
WAT,Waters Corp,워터스,Healthcare
XYL,Xylem Inc,자일럼,Industrials
TPR,Tapestry Inc,태피스트리,Consumer Cyclical
VICI,VICI Properties Inc,비치 프로퍼티스,Real Estate
TS,Tenaris SA ADR,테나리스 ADR,Energy
TDY,Teledyne Technologies Inc,텔레다인 테크놀로지스,Technology
FE,FirstEnergy Corp,퍼스트에너지,Utilities
PPL,PPL Corp,PPL,Utilities
DVN,Devon Energy Corp,데본 에너지,Energy
EXR,Extra Space Storage Inc,엑스트라 스페이스 스토리지,Real Estate
